3.421645022268789660e+01,3.036973677015750184e+01,3.139150699368716957e+01,2.231334465884631868e+01,1.785869335767799981e+01
3.490323085838823403e+01,3.123650729882548305e+01,3.184209212452066140e+01,2.317792036753208151e+01,1.854708563995323445e+01
3.515019820771036052e+01,3.175229475147475355e+01,3.213875062258611592e+01,2.359578600590774045e+01,1.866213092678234986e+01
3.536653896363988281e+01,3.181953366110473169e+01,3.208375739340719690e+01,2.378812258564304472e+01,1.899982285720097508e+01
3.515060808258038350e+01,3.154434519235731571e+01,3.200319596579397086e+01,2.376115628968310389e+01,1.908076789302701926e+01
3.523391297058332583e+01,3.175701746647979107e+01,3.237681753275804653e+01,2.390141784983044104e+01,1.908194828617886785e+01
3.436775233749678904e+01,3.032728973660400840e+01,3.194891921188577300e+01,2.306559444321683472e+01,1.870129884554971511e+01
3.341635570822038659e+01,2.870551964697515501e+01,3.003262352456479078e+01,2.194620861832537173e+01,1.845204378212184437e+01
3.449987349069652254e+01,3.041995483280892998e+01,3.260009875249587452e+01,2.336818601110651628e+01,1.906341731819021845e+01
3.590741191245253106e+01,3.248419469601095244e+01,3.433924619156866243e+01,2.471860809245407964e+01,1.935596951473125671e+01
3.642441349741397261e+01,3.307630177090726420e+01,3.534950709057440577e+01,2.515214638269204528e+01,1.949514418446140596e+01
3.643055700493678728e+01,3.302246837043212935e+01,3.609227670568802893e+01,2.527592030168033688e+01,1.964097743191153356e+01
3.558290986569283376e+01,3.206348460896527541e+01,3.523519278801924770e+01,2.479507418127555596e+01,1.965495402870427100e+01
3.488121281219837044e+01,3.093397313226171974e+01,3.523794062003968008e+01,2.422505854270777448e+01,1.974435024953760376e+01
3.426162513322407221e+01,2.986827014325165308e+01,3.440197542122118080e+01,2.349199383025115395e+01,1.940430043655974046e+01
3.479329807672946373e+01,3.085381935979257051e+01,3.567584160197862531e+01,2.432662289828037672e+01,1.982557925495910922e+01
3.561202820785710799e+01,3.199160576179941984e+01,3.611581661198813009e+01,2.485552978954120817e+01,1.959395656989757839e+01
3.586958197615791022e+01,3.233863063862687426e+01,3.640142713658308793e+01,2.508070787016831815e+01,1.967463943540372995e+01
3.620383698665400374e+01,3.272314312470274444e+01,3.596955143754688322e+01,2.507650690881376576e+01,1.959220906086522263e+01
3.674573770908029502e+01,3.329903828818331135e+01,3.745822007743841198e+01,2.568798804005387737e+01,1.984382466513963905e+01
3.636947287798284378e+01,3.290292945873051877e+01,3.705070970303818711e+01,2.557413406236515030e+01,1.995650318610757878e+01
3.556363256900637992e+01,3.184889103047831327e+01,3.632357800967790951e+01,2.485720219345775206e+01,1.982159936879182638e+01
3.537663311005643152e+01,3.201969918607264276e+01,3.602523543646238124e+01,2.488248653998048354e+01,2.001961286979392796e+01
3.662965063379446207e+01,3.350616245086592215e+01,3.837462667611524125e+01,2.635648295371876415e+01,2.084936688652428671e+01
3.679714611983332162e+01,3.328550882075488460e+01,3.827597545044718430e+01,2.605959065479185099e+01,2.053281919355371343e+01
3.591379799471425827e+01,3.215672567639042256e+01,3.799773349998000072e+01,2.555768978385160750e+01,2.085358854935179451e+01
3.580853245784164329e+01,3.206071543356873121e+01,3.762905094023587083e+01,2.522657679719696233e+01,2.054446382106507940e+01
3.644223391735678774e+01,3.257430920003636743e+01,3.815232517816173186e+01,2.552425840563801174e+01,2.018521728015402417e+01
3.658201286933537233e+01,3.311946560599516687e+01,3.700537108147030096e+01,2.530774032962077058e+01,1.967750326401876393e+01
3.669287989531160576e+01,3.338959592175242364e+01,3.578681145371517403e+01,2.523592855850658978e+01,1.976499680247520629e+01
3.459341913389827283e+01,3.131698615453245083e+01,3.209427701221433438e+01,2.291637624675330187e+01,1.767805192779326973e+01
3.354119413250244719e+01,2.971556330461008599e+01,3.079996266345121469e+01,2.196742364363669253e+01,1.763622291416892907e+01
3.420323377855049074e+01,3.054643793962952358e+01,3.105291365370201362e+01,2.254804638562627161e+01,1.806380541729016898e+01
3.530629367980429834e+01,3.202730620877272827e+01,3.248041406153608790e+01,2.379675917900977211e+01,1.873162787341902202e+01
3.617834459333532493e+01,3.306953942514400779e+01,3.376814949014000433e+01,2.473984899843333807e+01,1.914986809472047113e+01
3.539380166307377351e+01,3.204960761292952043e+01,3.261403448357545898e+01,2.399213265160150144e+01,1.890568858166572852e+01
3.485652625413673888e+01,3.125653432367677809e+01,3.220015101786891165e+01,2.354607001940652822e+01,1.883274916624417727e+01
3.459001266238620076e+01,3.097107756148243496e+01,3.317023065021350448e+01,2.353344649247958742e+01,1.874104711800634959e+01
3.406603281574721365e+01,3.024029562814078531e+01,3.387159324682778561e+01,2.301631702754034947e+01,1.832736016549924685e+01
3.370541304767075275e+01,2.950965794191553115e+01,3.363844588966524896e+01,2.272584810950462142e+01,1.848178940722791808e+01
3.443239988770002924e+01,3.062781369082152594e+01,3.488729408824427480e+01,2.374435583619377255e+01,1.943444988870283652e+01
3.576745606451698478e+01,3.215213766455681110e+01,3.582348701521952705e+01,2.479892481394051273e+01,1.962302010079740455e+01
3.623798366488473732e+01,3.278675711654580027e+01,3.585450572755038934e+01,2.504905735453806770e+01,1.955094980633059976e+01
3.652141621492815204e+01,3.310871806874685319e+01,3.596307110351185798e+01,2.531582926372666975e+01,1.973118480321646473e+01
3.622555344276545952e+01,3.272394612705414829e+01,3.646209366973691601e+01,2.522787158851979683e+01,1.979055763722926642e+01
3.574108189735461849e+01,3.213114040388178694e+01,3.575479387508130458e+01,2.489131911928504337e+01,1.954261372891781789e+01
3.513353155809476647e+01,3.136635307291718533e+01,3.499364386932000315e+01,2.420385614039884103e+01,1.935827748545314009e+01
3.464573971128005780e+01,3.087066755312464750e+01,3.359740153657846662e+01,2.351181778375574183e+01,1.904390885736330219e+01
3.484980527025761887e+01,3.117120729669657919e+01,3.494407879172634779e+01,2.403299237496759133e+01,1.912999572976441698e+01
3.479342073646477473e+01,3.094448444097828954e+01,3.466331753761196666e+01,2.390426579660466544e+01,1.918938940110659175e+01
