3.378804436819764589e+01,2.919012110492154122e+01,2.747684441031311309e+01,2.221367349245658573e+01,1.913561711363086815e+01
3.437822266802867688e+01,2.997498134722754060e+01,2.822053984918787251e+01,2.296734460261788158e+01,1.963745258171013575e+01
3.466499726747714050e+01,3.043691753989077142e+01,2.847906476445702495e+01,2.331988189937561273e+01,1.964905410887212511e+01
3.506126967209899448e+01,3.062156547710246457e+01,2.859641295839927011e+01,2.347322504389765996e+01,1.984591950011796513e+01
3.483631433174852532e+01,3.034367331944385171e+01,2.864869426195129165e+01,2.349971225572117817e+01,2.007796838801684913e+01
3.481619906712293755e+01,3.049021931607004277e+01,2.895074164868827893e+01,2.360060662249798824e+01,2.009125849865847613e+01
3.388592861612858798e+01,2.917138923828241914e+01,2.904168183236864564e+01,2.283262020656994196e+01,1.982158200989393748e+01
3.353948289691106766e+01,2.805724249305090368e+01,2.767693449994485277e+01,2.212797881125780464e+01,1.996586435175638741e+01
3.447551542289313886e+01,2.944545611662925211e+01,2.965627486940306312e+01,2.312567879260434722e+01,2.026657593909742516e+01
3.588369479836462261e+01,3.129223408148234853e+01,3.116995245606023701e+01,2.420069093540055860e+01,2.016559428578394630e+01
3.638906258921964110e+01,3.182873960826729487e+01,3.184824011277129685e+01,2.451715230314328053e+01,2.009964634252060378e+01
3.637911448466885389e+01,3.168864154760619201e+01,3.255729014333100224e+01,2.452473226910447579e+01,2.015026122142631237e+01
3.550178185165147227e+01,3.074324369325957917e+01,3.173738070523485888e+01,2.421451449854602700e+01,2.045350172233683850e+01
3.484393897786719663e+01,2.977595981521633206e+01,3.131518730367553616e+01,2.380231565603797250e+01,2.076002378859385544e+01
3.420032765949356701e+01,2.887949839467106372e+01,3.062132121356164660e+01,2.336917240525195893e+01,2.083222810261211322e+01
3.470396585353184093e+01,2.950781023643689593e+01,3.136977231909327557e+01,2.396667421479487814e+01,2.110564735742444853e+01
3.553514844065172440e+01,3.059712208686183033e+01,3.258788740132452943e+01,2.419398159904797652e+01,2.041966289489243636e+01
3.577119507641334195e+01,3.087133070920053868e+01,3.267159309129976918e+01,2.431630026790462296e+01,2.035192943870314508e+01
3.622194031817456761e+01,3.136573178798915862e+01,3.274958471911517677e+01,2.436274545423474791e+01,2.015863546630730951e+01
3.680052365490810473e+01,3.186714870233130625e+01,3.386846218122268226e+01,2.481178357384071376e+01,2.025024971063894696e+01
3.630863077016797291e+01,3.142936816447096859e+01,3.328880736628011050e+01,2.473112882455641781e+01,2.052263168352373413e+01
3.541099094047152107e+01,3.026551230082608868e+01,3.211946891914812596e+01,2.409320455430777130e+01,2.065626899795231708e+01
3.510750829593117572e+01,3.020499829191846430e+01,3.140410350541619522e+01,2.422718195724015544e+01,2.107181275328360925e+01
3.627362009125980080e+01,3.160014979883499464e+01,3.299748389456797071e+01,2.523261784022460574e+01,2.136258068939024213e+01
3.671434999268566912e+01,3.171926369581434102e+01,3.362623793972264963e+01,2.507280985344696589e+01,2.096644094463538366e+01
3.578257027946836644e+01,3.043856536377756683e+01,3.265289797506861191e+01,2.454296461013442610e+01,2.142302352002213084e+01
3.588706215950410439e+01,3.054872593477614373e+01,3.259598216220457800e+01,2.434495764413392749e+01,2.120775561855270297e+01
3.654588148148305038e+01,3.108973156084842770e+01,3.362406882605028358e+01,2.460578235735724917e+01,2.067484472191303269e+01
3.664667437885333356e+01,3.168326152796129236e+01,3.325551541665442556e+01,2.452313937427950208e+01,2.012561013721001402e+01
3.675290894834689936e+01,3.204499790952716154e+01,3.238449800936663081e+01,2.460727536538919225e+01,2.023327301096933795e+01
3.409885731658400232e+01,2.994370762974351763e+01,2.818022477879713961e+01,2.263461782009299839e+01,1.879856723607326074e+01
3.307632391096327495e+01,2.842576945205106398e+01,2.694691956342412098e+01,2.182834066410396900e+01,1.875132373315612355e+01
