,group,participant_id,city,condition,trial_number,gamma
47,c,sub-124,krk,eo,47,14.990270762698241
48,c,sub-124,krk,eo,48,15.039504387407185
49,c,sub-124,krk,eo,49,13.67225999347723
50,c,sub-124,krk,eo,50,15.63557228254439
51,c,sub-124,krk,eo,51,14.065504387833617
52,c,sub-124,krk,eo,52,13.307980853422718
53,c,sub-124,krk,eo,53,13.250370629383266
54,c,sub-124,krk,eo,54,12.54082998997105
55,c,sub-124,krk,eo,55,10.794085813204473
56,c,sub-124,krk,eo,56,10.439372967206156
57,c,sub-124,krk,eo,57,12.050225081111453
58,c,sub-124,krk,eo,58,11.377979499964825
59,c,sub-124,krk,eo,59,11.668832829694978
60,c,sub-124,krk,eo,60,11.763970246004051
61,c,sub-124,krk,eo,61,12.12803580343023
62,c,sub-124,krk,eo,62,12.0411286386537
63,c,sub-124,krk,eo,63,19.2306423643332
64,c,sub-124,krk,eo,64,13.456996472969623
65,c,sub-124,krk,eo,65,13.465055928929312
66,c,sub-124,krk,eo,66,12.05912294474943
67,c,sub-124,krk,eo,67,12.223449940677375
68,c,sub-124,krk,eo,68,11.922588257423048
69,c,sub-124,krk,eo,69,11.568176799775422
70,c,sub-124,krk,eo,70,11.100663575639485
71,c,sub-124,krk,eo,71,11.057630653231968
0,e,sub-125,krk,ec,0,24.235381616163913
1,e,sub-125,krk,ec,1,20.447379969094378
2,e,sub-125,krk,ec,2,20.912578427923442
3,e,sub-125,krk,ec,3,20.412144313619752
4,e,sub-125,krk,ec,4,19.750955645698085
5,e,sub-125,krk,ec,5,19.835269466229295
6,e,sub-125,krk,ec,6,19.175771201742972
7,e,sub-125,krk,ec,7,17.76372425315834
8,e,sub-125,krk,ec,8,18.640106397349594
9,e,sub-125,krk,ec,9,18.40374144299169
10,e,sub-125,krk,ec,10,19.163717723345663
11,e,sub-125,krk,ec,11,18.48337045509441
12,e,sub-125,krk,ec,12,17.43691262694259
13,e,sub-125,krk,ec,13,18.56419208248102
14,e,sub-125,krk,ec,14,19.618930034266334
15,e,sub-125,krk,ec,15,17.998483345019267
16,e,sub-125,krk,ec,16,17.651324659871015
17,e,sub-125,krk,ec,17,16.48005209312292
18,e,sub-125,krk,ec,18,16.24870103762737
19,e,sub-125,krk,ec,19,16.883381897243297
20,e,sub-125,krk,ec,20,17.56278369261134
21,e,sub-125,krk,ec,21,17.65328442058329
22,e,sub-125,krk,ec,22,17.39527313403186
23,e,sub-125,krk,ec,23,19.758161474970482
24,e,sub-125,krk,ec,24,17.306672106262653
25,e,sub-125,krk,ec,25,18.110423617974565
26,e,sub-125,krk,ec,26,20.05545905888954
27,e,sub-125,krk,ec,27,17.270604748704294
28,e,sub-125,krk,ec,28,18.913074627895288
29,e,sub-125,krk,ec,29,21.559475782396824
30,e,sub-125,krk,ec,30,18.664043969453736
31,e,sub-125,krk,ec,31,17.881770494019896
32,e,sub-125,krk,ec,32,16.521383533292852
33,e,sub-125,krk,ec,33,18.81858104728879
34,e,sub-125,krk,ec,34,18.756410151231023
35,e,sub-125,krk,ec,35,23.8220844770649
36,e,sub-125,krk,ec,36,21.268627354843332
37,e,sub-125,krk,ec,37,17.508293974325564
38,e,sub-125,krk,ec,38,18.27527627086544
39,e,sub-125,krk,ec,39,16.934316091802078
40,e,sub-125,krk,ec,40,18.75209934466995
41,e,sub-125,krk,ec,41,21.97307662387439
42,e,sub-125,krk,ec,42,21.159579502481634
43,e,sub-125,krk,ec,43,17.941458029677104
44,e,sub-125,krk,ec,44,17.230684036913583
45,e,sub-125,krk,ec,45,16.56497351331527
46,e,sub-125,krk,ec,46,17.674186706168985
47,e,sub-125,krk,ec,47,20.098756374382827
48,e,sub-125,krk,ec,48,23.73620166213817
49,e,sub-125,krk,ec,49,18.36339305472933
50,e,sub-125,krk,ec,50,16.705745459394983
51,e,sub-125,krk,ec,51,18.69316855560005
52,e,sub-125,krk,ec,52,18.814361138415567
53,e,sub-125,krk,ec,53,16.996691039979158
54,e,sub-125,krk,ec,54,17.729640058233308
55,e,sub-125,krk,ec,55,18.67248189969337
56,e,sub-125,krk,ec,56,17.413199864140363
57,e,sub-125,krk,ec,57,21.120848778623376
58,e,sub-125,krk,ec,58,19.27918283031209
59,e,sub-125,krk,ec,59,17.210521448157905
60,e,sub-125,krk,ec,60,17.094000172178145
61,e,sub-125,krk,ec,61,18.165220665063188
62,e,sub-125,krk,ec,62,22.194250622422658
63,e,sub-125,krk,ec,63,18.63813773258763
64,e,sub-125,krk,ec,64,18.188383688568027
65,e,sub-125,krk,ec,65,17.483480077405723
66,e,sub-125,krk,ec,66,17.51861297588006
67,e,sub-125,krk,ec,67,24.371563846005856
68,e,sub-125,krk,ec,68,19.654440404608437
69,e,sub-125,krk,ec,69,18.458704898616563
70,e,sub-125,krk,ec,70,17.689635560727506
71,e,sub-125,krk,ec,71,18.924005107770384
0,e,sub-125,krk,eo,0,23.14136427622435
1,e,sub-125,krk,eo,1,21.454350698022214
2,e,sub-125,krk,eo,2,21.350469433975384
3,e,sub-125,krk,eo,3,21.284220626366128
4,e,sub-125,krk,eo,4,19.502799632706704
5,e,sub-125,krk,eo,5,19.56949683112684
6,e,sub-125,krk,eo,6,20.12322385834918
7,e,sub-125,krk,eo,7,19.121446835692925
8,e,sub-125,krk,eo,8,17.15035918080414
9,e,sub-125,krk,eo,9,16.691113185428787
10,e,sub-125,krk,eo,10,17.20271468609015
11,e,sub-125,krk,eo,11,18.410190065973147
12,e,sub-125,krk,eo,12,17.226508690978708
13,e,sub-125,krk,eo,13,16.29100705133071
14,e,sub-125,krk,eo,14,17.09357345497309
15,e,sub-125,krk,eo,15,16.975180274511725
16,e,sub-125,krk,eo,16,16.989637647832456
17,e,sub-125,krk,eo,17,16.321401822199356
18,e,sub-125,krk,eo,18,17.291505560053967
19,e,sub-125,krk,eo,19,16.19234944629782
20,e,sub-125,krk,eo,20,16.225964248388067
21,e,sub-125,krk,eo,21,16.28003290807092
22,e,sub-125,krk,eo,22,17.479298163887496
23,e,sub-125,krk,eo,23,16.113263027951522
24,e,sub-125,krk,eo,24,17.290433369519633
25,e,sub-125,krk,eo,25,17.46006387138108
26,e,sub-125,krk,eo,26,16.178187198304627
27,e,sub-125,krk,eo,27,17.336265543220776
28,e,sub-125,krk,eo,28,16.511728834873605
29,e,sub-125,krk,eo,29,15.99050372533881
30,e,sub-125,krk,eo,30,14.990497377556766
31,e,sub-125,krk,eo,31,16.069816635547422
32,e,sub-125,krk,eo,32,17.543525518108574
33,e,sub-125,krk,eo,33,15.795420477846719
34,e,sub-125,krk,eo,34,16.8856048811477
35,e,sub-125,krk,eo,35,16.365975064714316
36,e,sub-125,krk,eo,36,16.84525756019204
37,e,sub-125,krk,eo,37,15.980735206732534
38,e,sub-125,krk,eo,38,16.044064648474013
39,e,sub-125,krk,eo,39,16.11734145068613
40,e,sub-125,krk,eo,40,16.040908222748666
41,e,sub-125,krk,eo,41,16.82638432764282
42,e,sub-125,krk,eo,42,16.229844211842526
43,e,sub-125,krk,eo,43,18.27562139846191
44,e,sub-125,krk,eo,44,15.622509447421013
45,e,sub-125,krk,eo,45,16.513239449221548
46,e,sub-125,krk,eo,46,16.265682611777063
47,e,sub-125,krk,eo,47,16.0889046004449
48,e,sub-125,krk,eo,48,16.32928055150822
49,e,sub-125,krk,eo,49,16.12131838294521
50,e,sub-125,krk,eo,50,17.223470957573902
51,e,sub-125,krk,eo,51,17.210251309987456
52,e,sub-125,krk,eo,52,15.72539894392464
53,e,sub-125,krk,eo,53,17.139290302736697
54,e,sub-125,krk,eo,54,17.529690322048396
55,e,sub-125,krk,eo,55,16.217726406696805
56,e,sub-125,krk,eo,56,18.033778766277873
57,e,sub-125,krk,eo,57,17.061528610221814
58,e,sub-125,krk,eo,58,16.765910025731372
59,e,sub-125,krk,eo,59,16.200569494591864
60,e,sub-125,krk,eo,60,16.973941696582134
61,e,sub-125,krk,eo,61,17.054644346452044
62,e,sub-125,krk,eo,62,17.75752680466924
63,e,sub-125,krk,eo,63,16.385539884217234
64,e,sub-125,krk,eo,64,16.586859511290474
65,e,sub-125,krk,eo,65,17.121316086747935
66,e,sub-125,krk,eo,66,16.824648774427757
67,e,sub-125,krk,eo,67,16.93782886144591
68,e,sub-125,krk,eo,68,15.565801144991612
0,c,sub-126,krk,ec,0,19.21062898021105
1,c,sub-126,krk,ec,1,17.459366656830763
2,c,sub-126,krk,ec,2,15.949417315732362
3,c,sub-126,krk,ec,3,17.30876671762401
4,c,sub-126,krk,ec,4,20.65807875171245
5,c,sub-126,krk,ec,5,17.299935967660307
6,c,sub-126,krk,ec,6,16.947367368488052
7,c,sub-126,krk,ec,7,17.70610348085047
8,c,sub-126,krk,ec,8,17.36823508413434
9,c,sub-126,krk,ec,9,18.56452072259434
10,c,sub-126,krk,ec,10,16.17717169747164
11,c,sub-126,krk,ec,11,17.47558423825029
12,c,sub-126,krk,ec,12,17.015560998879224
13,c,sub-126,krk,ec,13,17.90796054929579
14,c,sub-126,krk,ec,14,17.759917842094104
15,c,sub-126,krk,ec,15,17.833309944988436
16,c,sub-126,krk,ec,16,16.954568829737834
17,c,sub-126,krk,ec,17,17.79600214693856
18,c,sub-126,krk,ec,18,20.294183717027124
19,c,sub-126,krk,ec,19,17.550322736342824
20,c,sub-126,krk,ec,20,16.33049077640896
21,c,sub-126,krk,ec,21,17.116693931126434
22,c,sub-126,krk,ec,22,16.77336927234953
23,c,sub-126,krk,ec,23,19.105685238929947
24,c,sub-126,krk,ec,24,19.970663930486054
25,c,sub-126,krk,ec,25,19.32965929741473
26,c,sub-126,krk,ec,26,19.285043220325136
27,c,sub-126,krk,ec,27,19.97825469850049
28,c,sub-126,krk,ec,28,19.84777281534792
29,c,sub-126,krk,ec,29,18.92642712121929
30,c,sub-126,krk,ec,30,18.966341901374598
31,c,sub-126,krk,ec,31,18.68204275072566
32,c,sub-126,krk,ec,32,19.154610922049944
33,c,sub-126,krk,ec,33,19.47551488516853
34,c,sub-126,krk,ec,34,17.98908158715432
35,c,sub-126,krk,ec,35,19.89755809660169
36,c,sub-126,krk,ec,36,18.63785232806773
37,c,sub-126,krk,ec,37,18.775160758505685
38,c,sub-126,krk,ec,38,17.36714475953452
39,c,sub-126,krk,ec,39,17.000216265909987
40,c,sub-126,krk,ec,40,21.57874087622375
41,c,sub-126,krk,ec,41,19.513697703967647
42,c,sub-126,krk,ec,42,18.757011059495145
43,c,sub-126,krk,ec,43,18.802745761689533
44,c,sub-126,krk,ec,44,17.370520525385526
45,c,sub-126,krk,ec,45,17.81706043099775
46,c,sub-126,krk,ec,46,18.954349286723875
47,c,sub-126,krk,ec,47,18.978204296156527
48,c,sub-126,krk,ec,48,18.600759634461824
49,c,sub-126,krk,ec,49,20.636503915284095
50,c,sub-126,krk,ec,50,19.34511337822007
51,c,sub-126,krk,ec,51,19.53704707683722
52,c,sub-126,krk,ec,52,19.736502236951356
53,c,sub-126,krk,ec,53,17.562913852581243
54,c,sub-126,krk,ec,54,19.685665343376527
55,c,sub-126,krk,ec,55,17.358928028624533
56,c,sub-126,krk,ec,56,18.667022836885906
57,c,sub-126,krk,ec,57,18.340436286998763
58,c,sub-126,krk,ec,58,18.727294329054406
59,c,sub-126,krk,ec,59,18.841030907809234
60,c,sub-126,krk,ec,60,19.022734311341647
61,c,sub-126,krk,ec,61,20.65609896480613
62,c,sub-126,krk,ec,62,20.17775699265979
63,c,sub-126,krk,ec,63,20.639978733834518
64,c,sub-126,krk,ec,64,21.08590528071042
65,c,sub-126,krk,ec,65,19.338256493882533
66,c,sub-126,krk,ec,66,20.037439170043307
67,c,sub-126,krk,ec,67,19.31404650000124
68,c,sub-126,krk,ec,68,20.465235886667507
69,c,sub-126,krk,ec,69,20.67073693185093
70,c,sub-126,krk,ec,70,21.450304368539026
0,c,sub-126,krk,eo,0,24.204061410136813
1,c,sub-126,krk,eo,1,20.987662224996768
2,c,sub-126,krk,eo,2,19.789385108224558
3,c,sub-126,krk,eo,3,20.19641894083123
4,c,sub-126,krk,eo,4,21.28452084868888
5,c,sub-126,krk,eo,5,20.555458210643312
6,c,sub-126,krk,eo,6,19.92836198188151
7,c,sub-126,krk,eo,7,20.376639837822957
8,c,sub-126,krk,eo,8,20.881722992927873
9,c,sub-126,krk,eo,9,21.303130856328618
10,c,sub-126,krk,eo,10,20.92649424628425
11,c,sub-126,krk,eo,11,21.08911915739873
12,c,sub-126,krk,eo,12,20.789480810097462
13,c,sub-126,krk,eo,13,19.9975378900494
14,c,sub-126,krk,eo,14,20.653490878609805
15,c,sub-126,krk,eo,15,19.587252845852777
16,c,sub-126,krk,eo,16,20.985259557299944
17,c,sub-126,krk,eo,17,20.11589720953106
18,c,sub-126,krk,eo,18,19.760330176971685
19,c,sub-126,krk,eo,19,20.40444504682253
20,c,sub-126,krk,eo,20,20.644580720850453
21,c,sub-126,krk,eo,21,19.92283888732196
22,c,sub-126,krk,eo,22,20.616686927842505
23,c,sub-126,krk,eo,23,19.444770934085458
24,c,sub-126,krk,eo,24,20.56710563998395
25,c,sub-126,krk,eo,25,20.935386666195175
26,c,sub-126,krk,eo,26,20.225060252351646
27,c,sub-126,krk,eo,27,19.81780371745891
28,c,sub-126,krk,eo,28,18.974739438123212
29,c,sub-126,krk,eo,29,19.039036857761683
30,c,sub-126,krk,eo,30,19.624769296135504
31,c,sub-126,krk,eo,31,20.88132616468274
32,c,sub-126,krk,eo,32,19.73785005391428
33,c,sub-126,krk,eo,33,18.79463836918915
34,c,sub-126,krk,eo,34,20.073328051330833
35,c,sub-126,krk,eo,35,23.37432913735208
36,c,sub-126,krk,eo,36,20.554149277659377
37,c,sub-126,krk,eo,37,19.687803127260253
38,c,sub-126,krk,eo,38,20.23276885343268
39,c,sub-126,krk,eo,39,19.561662245880402
40,c,sub-126,krk,eo,40,19.69115313180379
41,c,sub-126,krk,eo,41,18.763040213034575
42,c,sub-126,krk,eo,42,19.174178175843643
43,c,sub-126,krk,eo,43,19.654542811289385
44,c,sub-126,krk,eo,44,19.675094559284748
45,c,sub-126,krk,eo,45,18.508863389187777
46,c,sub-126,krk,eo,46,18.68729966921002
47,c,sub-126,krk,eo,47,17.17370834053635
48,c,sub-126,krk,eo,48,19.972369138000694
49,c,sub-126,krk,eo,49,18.72193040139594
50,c,sub-126,krk,eo,50,18.823377498967968
51,c,sub-126,krk,eo,51,20.209417213333285
52,c,sub-126,krk,eo,52,19.43471094528304
53,c,sub-126,krk,eo,53,18.592031819063603
54,c,sub-126,krk,eo,54,19.107847314645404
55,c,sub-126,krk,eo,55,19.07717039015691
56,c,sub-126,krk,eo,56,19.286886751956423
57,c,sub-126,krk,eo,57,21.831926380921644
58,c,sub-126,krk,eo,58,20.89520489074787
59,c,sub-126,krk,eo,59,20.302043643314953
60,c,sub-126,krk,eo,60,18.83995653797364
61,c,sub-126,krk,eo,61,19.294632173711147
62,c,sub-126,krk,eo,62,19.166590467326568
63,c,sub-126,krk,eo,63,19.664318327535174
64,c,sub-126,krk,eo,64,18.499310284364245
65,c,sub-126,krk,eo,65,17.817004957686997
66,c,sub-126,krk,eo,66,18.3594332102707
67,c,sub-126,krk,eo,67,19.668977346697798
68,c,sub-126,krk,eo,68,18.46738624108188
69,c,sub-126,krk,eo,69,19.721314349442093
70,c,sub-126,krk,eo,70,18.28258397590395
71,c,sub-126,krk,eo,71,18.416272791702134
72,c,sub-126,krk,eo,72,18.59211161679911
0,c,sub-127,krk,ec,0,23.06119159866108
1,c,sub-127,krk,ec,1,18.27255706778166
2,c,sub-127,krk,ec,2,18.090908665175547
3,c,sub-127,krk,ec,3,17.28154465037253
4,c,sub-127,krk,ec,4,15.804721526820721
5,c,sub-127,krk,ec,5,16.614808867214972
6,c,sub-127,krk,ec,6,15.81592483598734
7,c,sub-127,krk,ec,7,16.812437823754678
8,c,sub-127,krk,ec,8,15.825968409324565
9,c,sub-127,krk,ec,9,15.958139757480552
10,c,sub-127,krk,ec,10,15.396117254766983
11,c,sub-127,krk,ec,11,16.803999832349223
12,c,sub-127,krk,ec,12,19.19117743654399
13,c,sub-127,krk,ec,13,15.4281289946146
14,c,sub-127,krk,ec,14,15.001506591662718
15,c,sub-127,krk,ec,15,14.6867223346087
16,c,sub-127,krk,ec,16,15.06218111619928
17,c,sub-127,krk,ec,17,17.912600251206463
18,c,sub-127,krk,ec,18,15.360956117955896
19,c,sub-127,krk,ec,19,18.130662911826533
20,c,sub-127,krk,ec,20,19.505233545772178
21,c,sub-127,krk,ec,21,18.787640947462368
22,c,sub-127,krk,ec,22,16.845896521127017
23,c,sub-127,krk,ec,23,15.360143889537781
24,c,sub-127,krk,ec,24,16.247811493149072
25,c,sub-127,krk,ec,25,16.332640053212902
26,c,sub-127,krk,ec,26,15.817814562307172
27,c,sub-127,krk,ec,27,15.271086346590929
28,c,sub-127,krk,ec,28,14.632132272978536
29,c,sub-127,krk,ec,29,14.372295627298707
30,c,sub-127,krk,ec,30,15.814646772859179
31,c,sub-127,krk,ec,31,14.896021151877791
32,c,sub-127,krk,ec,32,14.934808075039019
33,c,sub-127,krk,ec,33,14.710655327258234
34,c,sub-127,krk,ec,34,20.308757965027908
35,c,sub-127,krk,ec,35,18.217738711873825
36,c,sub-127,krk,ec,36,17.83952261268659
37,c,sub-127,krk,ec,37,15.891823914885762
38,c,sub-127,krk,ec,38,15.418338539798842
39,c,sub-127,krk,ec,39,16.201947824215647
40,c,sub-127,krk,ec,40,14.593254969464313
41,c,sub-127,krk,ec,41,15.402685546123143
42,c,sub-127,krk,ec,42,14.788227582123044
43,c,sub-127,krk,ec,43,15.22420626302624
44,c,sub-127,krk,ec,44,14.764529191441317
45,c,sub-127,krk,ec,45,14.310289427592974
46,c,sub-127,krk,ec,46,15.292249817265766
47,c,sub-127,krk,ec,47,15.055271776522652
48,c,sub-127,krk,ec,48,14.423625195269441
49,c,sub-127,krk,ec,49,14.380567222165046
50,c,sub-127,krk,ec,50,15.787677438805538
51,c,sub-127,krk,ec,51,13.725456175638124
52,c,sub-127,krk,ec,52,13.395493169972347
53,c,sub-127,krk,ec,53,14.411421684965946
54,c,sub-127,krk,ec,54,14.096215171225296
55,c,sub-127,krk,ec,55,17.258228480967084
56,c,sub-127,krk,ec,56,14.860905688742385
57,c,sub-127,krk,ec,57,15.63068770463927
58,c,sub-127,krk,ec,58,14.52415771878975
59,c,sub-127,krk,ec,59,14.45977054429396
60,c,sub-127,krk,ec,60,15.034901968308322
61,c,sub-127,krk,ec,61,16.085019833499988
62,c,sub-127,krk,ec,62,14.473439479636356
63,c,sub-127,krk,ec,63,13.519956080229598
64,c,sub-127,krk,ec,64,13.641456384731699
65,c,sub-127,krk,ec,65,14.011151399636564
66,c,sub-127,krk,ec,66,14.412066410999818
67,c,sub-127,krk,ec,67,15.879846800680069
68,c,sub-127,krk,ec,68,16.22185167216177
69,c,sub-127,krk,ec,69,14.191408723815396
70,c,sub-127,krk,ec,70,15.162409415415173
71,c,sub-127,krk,ec,71,17.18916005205922
0,c,sub-127,krk,eo,0,20.962719051180514
1,c,sub-127,krk,eo,1,18.867042910023883
2,c,sub-127,krk,eo,2,18.422304291414875
3,c,sub-127,krk,eo,3,17.544115612415652
4,c,sub-127,krk,eo,4,18.246191357624213
5,c,sub-127,krk,eo,5,17.824953132080804
6,c,sub-127,krk,eo,6,18.463140438724498
7,c,sub-127,krk,eo,7,17.398235244973083
8,c,sub-127,krk,eo,8,16.405948552548224
9,c,sub-127,krk,eo,9,16.77510659368067
10,c,sub-127,krk,eo,10,16.23502531585215
11,c,sub-127,krk,eo,11,18.761192502094044
12,c,sub-127,krk,eo,12,16.749939267390616
13,c,sub-127,krk,eo,13,16.118699083021625
14,c,sub-127,krk,eo,14,17.27934347485482
15,c,sub-127,krk,eo,15,16.700736566559886
16,c,sub-127,krk,eo,16,16.41159065276259
17,c,sub-127,krk,eo,17,16.625004638563375
18,c,sub-127,krk,eo,18,16.24758574163187
19,c,sub-127,krk,eo,19,17.02275606390506
20,c,sub-127,krk,eo,20,16.88910886947858
21,c,sub-127,krk,eo,21,15.74416161939552
22,c,sub-127,krk,eo,22,16.28254869020406
23,c,sub-127,krk,eo,23,16.686875839831835
24,c,sub-127,krk,eo,24,17.138674385868633
25,c,sub-127,krk,eo,25,17.673144642544703
26,c,sub-127,krk,eo,26,16.270350725336538
27,c,sub-127,krk,eo,27,22.287847402546234
28,c,sub-127,krk,eo,28,16.650367601731176
29,c,sub-127,krk,eo,29,18.721184555651877
30,c,sub-127,krk,eo,30,17.545266180346232
31,c,sub-127,krk,eo,31,16.991905601747533
32,c,sub-127,krk,eo,32,17.25973623314151
33,c,sub-127,krk,eo,33,16.804008462838407
34,c,sub-127,krk,eo,34,17.155749372120766
35,c,sub-127,krk,eo,35,17.829733117343814
36,c,sub-127,krk,eo,36,17.15001071550467
37,c,sub-127,krk,eo,37,16.903749779187166
38,c,sub-127,krk,eo,38,16.3863924391598
39,c,sub-127,krk,eo,39,16.3599183780379
40,c,sub-127,krk,eo,40,15.862828706033648
41,c,sub-127,krk,eo,41,16.775236535490944
42,c,sub-127,krk,eo,42,17.494930488017104
43,c,sub-127,krk,eo,43,16.416344285603927
44,c,sub-127,krk,eo,44,16.38573305032537
45,c,sub-127,krk,eo,45,16.23806029481249
46,c,sub-127,krk,eo,46,17.22728648080364
47,c,sub-127,krk,eo,47,14.936173622776858
48,c,sub-127,krk,eo,48,16.16270209119208
49,c,sub-127,krk,eo,49,15.320032249397812
50,c,sub-127,krk,eo,50,15.805671204339745
51,c,sub-127,krk,eo,51,15.817893634318338
52,c,sub-127,krk,eo,52,16.357702164425493
53,c,sub-127,krk,eo,53,17.65062511996182
54,c,sub-127,krk,eo,54,16.799020729873433
55,c,sub-127,krk,eo,55,16.267821044527565
56,c,sub-127,krk,eo,56,17.968038683198564
57,c,sub-127,krk,eo,57,17.499343702055807
58,c,sub-127,krk,eo,58,16.227143529605815
59,c,sub-127,krk,eo,59,15.658924077737385
60,c,sub-127,krk,eo,60,15.753196368699626
61,c,sub-127,krk,eo,61,16.829192955814406
62,c,sub-127,krk,eo,62,16.257496476644544
63,c,sub-127,krk,eo,63,16.87620794379834
64,c,sub-127,krk,eo,64,16.41066927250858
65,c,sub-127,krk,eo,65,16.57093317970809
66,c,sub-127,krk,eo,66,15.712981146992911
67,c,sub-127,krk,eo,67,16.925480518583345
68,c,sub-127,krk,eo,68,16.12189730049943
69,c,sub-127,krk,eo,69,16.446852934310453
70,c,sub-127,krk,eo,70,17.878281692852006
0,e,sub-128,krk,ec,0,19.03850967316232
1,e,sub-128,krk,ec,1,17.438579401206724
2,e,sub-128,krk,ec,2,20.338121203998668
3,e,sub-128,krk,ec,3,17.703851631113928
4,e,sub-128,krk,ec,4,16.548522079088105
5,e,sub-128,krk,ec,5,16.896749427595935
6,e,sub-128,krk,ec,6,17.696318649882326
7,e,sub-128,krk,ec,7,17.144458459802305
8,e,sub-128,krk,ec,8,17.809255608349183
9,e,sub-128,krk,ec,9,17.288882482909862
10,e,sub-128,krk,ec,10,17.302480082329325
11,e,sub-128,krk,ec,11,17.16151507550302
12,e,sub-128,krk,ec,12,16.751156474350424
13,e,sub-128,krk,ec,13,17.19150703170778
14,e,sub-128,krk,ec,14,17.102735491984358
15,e,sub-128,krk,ec,15,17.791876442501824
16,e,sub-128,krk,ec,16,16.812407227262472
17,e,sub-128,krk,ec,17,17.054489760871686
18,e,sub-128,krk,ec,18,17.6310948299712
19,e,sub-128,krk,ec,19,18.0189621530886
20,e,sub-128,krk,ec,20,16.458607397349105
21,e,sub-128,krk,ec,21,16.388664902976434
22,e,sub-128,krk,ec,22,17.642882434667214
23,e,sub-128,krk,ec,23,17.319724000452833
24,e,sub-128,krk,ec,24,16.591749040644878
25,e,sub-128,krk,ec,25,16.69624014987828
26,e,sub-128,krk,ec,26,17.97695134750472
27,e,sub-128,krk,ec,27,18.114182969539108
28,e,sub-128,krk,ec,28,16.359358359755564
29,e,sub-128,krk,ec,29,16.530630355773614
30,e,sub-128,krk,ec,30,17.248170343950836
31,e,sub-128,krk,ec,31,16.447124408068223
32,e,sub-128,krk,ec,32,15.866574851573631
33,e,sub-128,krk,ec,33,17.062836043759074
34,e,sub-128,krk,ec,34,16.02927097702785
35,e,sub-128,krk,ec,35,16.626093462374794
36,e,sub-128,krk,ec,36,17.466751490335856
37,e,sub-128,krk,ec,37,16.715687076851985
38,e,sub-128,krk,ec,38,16.34654809123442
39,e,sub-128,krk,ec,39,16.8491134807755
40,e,sub-128,krk,ec,40,16.02138478142701
41,e,sub-128,krk,ec,41,16.40794848980593
42,e,sub-128,krk,ec,42,16.343187836023816
43,e,sub-128,krk,ec,43,16.711382665621866
44,e,sub-128,krk,ec,44,16.957209577263406
45,e,sub-128,krk,ec,45,17.350975116410872
46,e,sub-128,krk,ec,46,16.34896441106185
47,e,sub-128,krk,ec,47,15.472561209013234
48,e,sub-128,krk,ec,48,16.66674126263257
49,e,sub-128,krk,ec,49,16.450380600763232
50,e,sub-128,krk,ec,50,17.454126433846948
51,e,sub-128,krk,ec,51,17.600482544143247
52,e,sub-128,krk,ec,52,16.02212648498522
53,e,sub-128,krk,ec,53,16.13335737139246
54,e,sub-128,krk,ec,54,17.40007583540075
55,e,sub-128,krk,ec,55,18.032799589681552
56,e,sub-128,krk,ec,56,16.547075796678374
57,e,sub-128,krk,ec,57,16.931222901849708
58,e,sub-128,krk,ec,58,16.686145654828394
59,e,sub-128,krk,ec,59,15.635577644962924
60,e,sub-128,krk,ec,60,17.17077638096378
61,e,sub-128,krk,ec,61,17.36017359221174
62,e,sub-128,krk,ec,62,16.69874268056225
63,e,sub-128,krk,ec,63,16.996137326169915
64,e,sub-128,krk,ec,64,16.30528730232414
65,e,sub-128,krk,ec,65,16.341095425180754
66,e,sub-128,krk,ec,66,15.975632046530363
67,e,sub-128,krk,ec,67,17.01102642758808
0,e,sub-128,krk,eo,0,18.7323645460231
1,e,sub-128,krk,eo,1,17.446940064718994
2,e,sub-128,krk,eo,2,16.85256705076331
3,e,sub-128,krk,eo,3,16.659529003523925
4,e,sub-128,krk,eo,4,19.539421704773307
5,e,sub-128,krk,eo,5,16.92841662311099
6,e,sub-128,krk,eo,6,16.485061912741134
7,e,sub-128,krk,eo,7,16.635284594179474
8,e,sub-128,krk,eo,8,15.918367896690366
9,e,sub-128,krk,eo,9,16.728852855848526
10,e,sub-128,krk,eo,10,16.74465873027901
11,e,sub-128,krk,eo,11,16.600665504898945
12,e,sub-128,krk,eo,12,16.941035537814358
13,e,sub-128,krk,eo,13,17.611034880554335
14,e,sub-128,krk,eo,14,17.236336615381784
15,e,sub-128,krk,eo,15,16.39761457172623
16,e,sub-128,krk,eo,16,16.36288466377671
17,e,sub-128,krk,eo,17,17.021205567244053
18,e,sub-128,krk,eo,18,17.458463828767872
19,e,sub-128,krk,eo,19,16.783249945705407
20,e,sub-128,krk,eo,20,16.604805121797494
21,e,sub-128,krk,eo,21,16.688124846890247
22,e,sub-128,krk,eo,22,17.81460864091407
23,e,sub-128,krk,eo,23,17.3907360223441
24,e,sub-128,krk,eo,24,16.98590205538403
25,e,sub-128,krk,eo,25,17.280865008484366
26,e,sub-128,krk,eo,26,17.10313731153955
27,e,sub-128,krk,eo,27,17.01718644195468
28,e,sub-128,krk,eo,28,17.07321668483758
29,e,sub-128,krk,eo,29,17.02911697991706
30,e,sub-128,krk,eo,30,16.406065669923972
31,e,sub-128,krk,eo,31,16.624489351885316
32,e,sub-128,krk,eo,32,16.85131750000256
33,e,sub-128,krk,eo,33,16.523223709615607
34,e,sub-128,krk,eo,34,16.53959728682487
35,e,sub-128,krk,eo,35,16.48424301975374
36,e,sub-128,krk,eo,36,16.765288737873835
37,e,sub-128,krk,eo,37,18.580898488527186
